# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 143K of event 'task-clock'
# Event count (approx.): 720934583250
#
# Overhead  Command          Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .................................................  ...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::detail::empty_generic(c10::ArrayRef<long>, c10::Allocator*, c10::DispatchKeySet, c10::ScalarType, std::optional<c10::MemoryFormat>)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_not_null_(c10::TensorImpl*)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::detail::get_internals()
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyEval_RestoreThread
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152aa3
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000185009
     0.01%  VLLM::EngineCor  libc.so.6                                          [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000025de53
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000040a0ce
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000004619a0
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000f9d648
     0.01%  VLLM::EngineCor  libstdc++.so.6.0.30                                [.] std::condition_variable::notify_all()
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::_ops::slice_Tensor::call(at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::native::AdvancedIndex::AdvancedIndex(at::Tensor const&, c10::ArrayRef<at::Tensor>)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::native::_to_copy(at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)
     0.01%  VLLM::EngineCor  libtorch_cuda.so                                   [.] at::CachingHostAllocatorImpl<c10::cuda::CUDAStream, std::unique_ptr<c10::cuda::CUDAEvent, std::function<void (c10::cuda::CUDAEvent*)> >, at::HostBlock<c10::cuda::CUDAStream> >::record_event(void*, void*, c10::Stream)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::FunctionParameter::_check(_object*, std::vector<_object*, std::allocator<_object*> >&, int, long*)
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyObject_IsTrue
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyTuple_New
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001980bd
     0.01%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] do_syscall_64
     0.01%  pt_nccl_watchdg  libc.so.6                                          [.] __GI___futex_abstimed_wait_cancelable64
     0.01%  vllm             libc.so.6                                          [.] __memmove_avx512_unaligned_erms
     0.01%  vllm             tokenizers.abi3.so                                 [.] <core::iter::adapters::flatten::FlatMap<I,U,F> as core::iter::traits::iterator::Iterator>::next
     0.01%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] __put_user_8
     0.01%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] _raw_write_unlock_irq
     0.01%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] syscall_exit_to_user_mode
     0.01%  VLLM::EngineCor  libc.so.6                                          [.] malloc_consolidate
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000021f0d0
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000029e6a8
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000003e5052
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::TensorIteratorBase::build(at::TensorIteratorConfig&)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::_ops::_to_copy::call(at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::native::fill_out(at::Tensor&, c10::Scalar const&)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PyWarningHandler::PyWarningHandler()
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyDict_GetItem
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyFunction_NewWithQualName
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyLong_AsLong
     0.01%  VLLM::EngineCor  python3.10                                         [.] _PyObject_GC_New
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168940
     0.01%  cuda-EvtHandlr   [kernel.kallsyms]                                  [k] finish_task_switch.isra.0
     0.01%  vllm             libc.so.6                                          [.] _int_malloc
     0.01%  vllm             python3.10                                         [.] PyDict_GetItemWithError
     0.01%  vllm             python3.10                                         [.] _PyFunction_Vectorcall
     0.01%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] rseq_update_cpu_node_id
     0.01%  VLLM::EngineCor  [vdso]                                             [.] 0x0000000000000cc2
     0.01%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyArray_NewFromDescr_int
     0.01%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] dispatcher_vectorcall
     0.01%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] signed_integers_is_known_scalar_types
     0.01%  VLLM::EngineCor  libc.so.6                                          [.] __GI___futex_abstimed_wait_cancelable64
     0.01%  VLLM::EngineCor  libc.so.6                                          [.] __strchr_evex
     0.01%  VLLM::EngineCor  libc.so.6                                          [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.01%  VLLM::EngineCor  libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::DeviceCachingAllocator::free_block(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::shared_ptr<c10::GatheredContext> const&)
     0.01%  VLLM::EngineCor  libc10_cuda.so                                     [.] c10::cuda::ExchangeDevice(signed char)
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000001d6255
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x00000000002c017f
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000fb11fa
     0.01%  VLLM::EngineCor  libcudart.so.13                                    [.] 0x0000000000026e3f
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::TensorMaker::make_tensor()
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::_ops::slice_Tensor::redispatch(c10::DispatchKeySet, at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::detail::scalar_fill(at::Tensor&, c10::Scalar const&)::{lambda()#1}::operator()() const [clone .isra.0]
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::getStepCallbacksUnlessEmpty(at::RecordScope)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::native::_index_put_impl_(at::Tensor&, c10::List<std::optional<at::Tensor> > const&, at::Tensor const&, bool, bool)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CompositeExplicitAutograd_Tensor_slice>, at::Tensor, c10::guts::typelist::typelist<at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt> >, at::Tensor (at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_not_null_(c10::TensorImpl*)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::SymInt::release_() [clone .isra.0]
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] std::_Hashtable<void const*, std::pair<void const* const, pybind11::detail::instance*>, std::allocator<std::pair<void const* const, pybind11::detail::instance*> >, std::__detail::_Select1st, std::equal_to<void const*>, std::hash<void const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, false> >::_M_insert_multi_node(std::__detail::_Hash_node<std::pair<void const* const, pybind11::detail::instance*>, false>*, unsigned long, std::__detail::_Hash_node<std::pair<void const* const, pybind11::detail::instance*>, false>*)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::check_has_torch_function(_object*, bool)
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001689fb
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000173ef7
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018d510
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000194c3c
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1abb
     0.01%  ZMQbg/IO/0       libc.so.6                                          [.] epoll_wait
     0.01%  vllm             libc.so.6                                          [.] __getpid
     0.01%  vllm             python3.10                                         [.] 0x0000000000173b27
     0.01%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] pvclock_clocksource_read_nowd
     0.01%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] x64_sys_call
     0.01%  VLLM::EngineCor  [vdso]                                             [.] 0x0000000000000bd0
     0.01%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] array_dealloc
     0.01%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] array_subscript
     0.01%  VLLM::EngineCor  libc.so.6                                          [.] getenv
     0.01%  VLLM::EngineCor  libc10.so                                          [.] c10::intrusive_ptr<c10::StorageImpl, c10::detail::intrusive_target_default_null_type<c10::StorageImpl> >::reset_not_null_(c10::StorageImpl*)
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] cuDevicePrimaryCtxGetState
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000021f0ea
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000025a057
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x000000000025a06d
     0.01%  VLLM::EngineCor  libcuda.so.580.105.08                              [.] 0x0000000000f9ceeb
     0.01%  VLLM::EngineCor  libcudart.so.13                                    [.] __cudaPopCallConfiguration
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::TensorIteratorBase::allocate_or_resize_outputs()
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::TensorIteratorBase::numel() const
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::TensorIteratorBase::populate_operands(at::TensorIteratorConfig&)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::_ops::lift_fresh::call(at::Tensor const&)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::_ops::resolve_conj::call(at::Tensor const&)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::globalContext()
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] at::native::make_info(at::Tensor, c10::IListRef<at::OptionalTensorRef>)
     0.01%  VLLM::EngineCor  libtorch_cpu.so                                    [.] torch::autograd::as_view(at::Tensor const&, at::Tensor const&, bool, bool, std::unique_ptr<torch::autograd::ViewFunc, std::default_delete<torch::autograd::ViewFunc> >, std::function<at::Tensor (at::Tensor const&)>, torch::autograd::CreationMeta, bool)
     0.01%  VLLM::EngineCor  libtorch_cuda.so                                   [.] at::native::fill_kernel_cuda(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const [clone .isra.0]
     0.01%  VLLM::EngineCor  libtorch_cuda.so                                   [.] at::native::sort_cuda_kernel(at::TensorBase const&, at::TensorBase const&, at::TensorBase const&, long, bool, bool)
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] getPyInterpreter()
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::gil_scoped_acquire::gil_scoped_acquire()
     0.01%  VLLM::EngineCor  libtorch_python.so                                 [.] std::_Hashtable<std::type_index, std::pair<std::type_index const, pybind11::detail::type_info*>, std::allocator<std::pair<std::type_index const, pybind11::detail::type_info*> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(std::type_index const&)
     0.01%  VLLM::EngineCor  python3.10                                         [.] PyObject_GC_UnTrack
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000180b70
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1aaf
     0.01%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001b9e2a
     0.01%  vllm             [kernel.kallsyms]                                  [k] _raw_spin_unlock_irqrestore
     0.01%  vllm             python3.10                                         [.] PyType_GenericAlloc
     0.01%  vllm             python3.10                                         [.] 0x0000000000152a6a
     0.00%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] __get_user_8
     0.00%  VLLM::EngineCor  [kernel.kallsyms]                                  [k] schedule
     0.00%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyArray_Pack
     0.00%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyUFunc_DefaultLegacyInnerLoopSelector
     0.00%  VLLM::EngineCor  _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] _typenum_fromtypeobj
     0.00%  VLLM::EngineCor  libc.so.6                                          [.] __GI___pthread_disable_asynccancel
     0.00%  VLLM::EngineCor  libc.so.6                                          [.] __strcmp_evex
     0.00%  VLLM::EngineCor  libc10.so                                          [.] c10::monitor::GaugeHandle::record(long)
     0.00%  VLLM::EngineCor  libc10_cuda.so                                     [.] c10::cuda::MaybeSetDevice(signed char)
     0.00%  VLLM::EngineCor  libc10_cuda.so                                     [.] c10::cuda::c10_cuda_check_implementation(int, char const*, char const*, unsigned int, bool)
     0.00%  VLLM::EngineCor  libcrypto.so.3                                     [.] 0x00000000001c2993
